model,task,metric,layer,init,n_seeds,pre_mean,rnd_mean,mean,delta,ci_lo,ci_hi,q_value,per_seed_delta
olmo2_13b,P3_periodicity_present,macro_f1,final,pretrained_minus_random,3,0.9864,0.9802,0.9864,0.0062,0.0031,0.0125,,s7:+0.012;s17:+0.003;s27:+0.003
olmo2_13b,P4_dominant_period,balanced_accuracy,final,pretrained_minus_random,3,0.7971,0.3652,0.7971,0.4319,0.3957,0.5011,,s7:+0.399;s17:+0.396;s27:+0.501
olmo2_13b,P4_dominant_period,macro_f1,final,pretrained_minus_random,3,0.7973,0.359,0.7973,0.4383,0.4011,0.5056,,s7:+0.401;s17:+0.408;s27:+0.506
olmo2_13b,P4b_dominant_period_reg,r2,final,pretrained_minus_random,3,0.9675,0.7412,0.9675,0.2263,0.2155,0.2435,,s7:+0.243;s17:+0.216;s27:+0.220
olmo2_13b,P4b_dominant_period_reg,nmae,final,pretrained_minus_random,3,0.1332,0.4018,0.1332,-0.2686,-0.2821,-0.2614,,s7:-0.282;s17:-0.261;s27:-0.262
olmo2_13b,P5_local_dependence,balanced_accuracy,final,pretrained_minus_random,3,0.5074,0.3602,0.5074,0.1472,0.0995,0.2369,,s7:+0.100;s17:+0.105;s27:+0.237
olmo2_13b,P5_local_dependence,macro_f1,final,pretrained_minus_random,3,0.498,0.3528,0.498,0.1451,0.0987,0.2263,,s7:+0.099;s17:+0.110;s27:+0.226
olmo2_13b,P5b_local_dependence_reg,r2,final,pretrained_minus_random,3,0.4464,-0.0394,0.4464,0.4858,0.3627,0.669,,s7:+0.426;s17:+0.363;s27:+0.669
olmo2_13b,P5b_local_dependence_reg,nmae,final,pretrained_minus_random,3,0.5848,0.8231,0.5848,-0.2383,-0.3167,-0.1948,,s7:-0.203;s17:-0.195;s27:-0.317
olmo2_13b,P6_noise_level,balanced_accuracy,final,pretrained_minus_random,3,0.5277,0.4498,0.5277,0.0779,0.0552,0.0898,,s7:+0.090;s17:+0.055;s27:+0.089
olmo2_13b,P6_noise_level,macro_f1,final,pretrained_minus_random,3,0.5245,0.4455,0.5245,0.079,0.0589,0.09,,s7:+0.088;s17:+0.059;s27:+0.090
olmo2_13b,P7_anomaly_present,balanced_accuracy,final,pretrained_minus_random,3,0.7604,0.6367,0.7604,0.1237,0.1094,0.1406,,s7:+0.141;s17:+0.109;s27:+0.121
olmo2_13b,P7_anomaly_present,macro_f1,final,pretrained_minus_random,3,0.7586,0.6298,0.7586,0.1288,0.1177,0.1445,,s7:+0.144;s17:+0.118;s27:+0.124
olmo2_13b,P8_anomaly_location,balanced_accuracy,final,pretrained_minus_random,3,0.2298,0.1764,0.2298,0.0534,0.0482,0.0585,,s7:+0.058;s17:+0.048;s27:+0.054
olmo2_13b,P8_anomaly_location,macro_f1,final,pretrained_minus_random,3,0.2171,0.1647,0.2171,0.0524,0.046,0.0563,,s7:+0.056;s17:+0.055;s27:+0.046
olmo2_13b,P9_changepoint_present,balanced_accuracy,final,pretrained_minus_random,3,0.9609,0.9701,0.9609,-0.0091,-0.0195,0.0078,,s7:+0.008;s17:-0.020;s27:-0.016
olmo2_13b,P9_changepoint_present,macro_f1,final,pretrained_minus_random,3,0.9609,0.97,0.9609,-0.0091,-0.0195,0.0079,,s7:+0.008;s17:-0.020;s27:-0.016
olmo2_7b,P10_changepoint_location,balanced_accuracy,n/a,handcrafted,6,,,0.1859,,,,,
olmo2_7b,P10_changepoint_location,macro_f1,n/a,handcrafted,6,,,0.1824,,,,,
olmo2_7b,P1_trend_direction,balanced_accuracy,n/a,handcrafted,6,,,0.4849,,,,,
olmo2_7b,P1_trend_direction,macro_f1,n/a,handcrafted,6,,,0.4841,,,,,
olmo2_7b,P2_trend_strength,balanced_accuracy,n/a,handcrafted,6,,,0.4258,,,,,
olmo2_7b,P2_trend_strength,macro_f1,n/a,handcrafted,6,,,0.4253,,,,,
olmo2_7b,P2b_trend_strength_reg,r2,n/a,handcrafted,6,,,0.319,,,,,
olmo2_7b,P2b_trend_strength_reg,nmae,n/a,handcrafted,6,,,0.6699,,,,,
olmo2_7b,P3_periodicity_present,balanced_accuracy,n/a,handcrafted,6,,,0.9986,,,,,
olmo2_7b,P3_periodicity_present,macro_f1,n/a,handcrafted,6,,,0.999,,,,,
olmo2_7b,P4_dominant_period,balanced_accuracy,n/a,handcrafted,6,,,0.977,,,,,
olmo2_7b,P4_dominant_period,macro_f1,n/a,handcrafted,6,,,0.9772,,,,,
olmo2_7b,P4b_dominant_period_reg,r2,n/a,handcrafted,6,,,0.9213,,,,,
olmo2_7b,P4b_dominant_period_reg,nmae,n/a,handcrafted,6,,,0.2233,,,,,
olmo2_7b,P5_local_dependence,balanced_accuracy,n/a,handcrafted,6,,,0.5555,,,,,
olmo2_7b,P5_local_dependence,macro_f1,n/a,handcrafted,6,,,0.5362,,,,,
olmo2_7b,P5b_local_dependence_reg,r2,n/a,handcrafted,6,,,0.6624,,,,,
olmo2_7b,P5b_local_dependence_reg,nmae,n/a,handcrafted,6,,,0.4572,,,,,
olmo2_7b,P6_noise_level,balanced_accuracy,n/a,handcrafted,6,,,0.5013,,,,,
olmo2_7b,P6_noise_level,macro_f1,n/a,handcrafted,6,,,0.4413,,,,,
olmo2_7b,P7_anomaly_present,balanced_accuracy,n/a,handcrafted,6,,,0.7292,,,,,
olmo2_7b,P7_anomaly_present,macro_f1,n/a,handcrafted,6,,,0.7283,,,,,
olmo2_7b,P8_anomaly_location,balanced_accuracy,n/a,handcrafted,6,,,0.1508,,,,,
olmo2_7b,P8_anomaly_location,macro_f1,n/a,handcrafted,6,,,0.1364,,,,,
olmo2_7b,P9_changepoint_present,balanced_accuracy,n/a,handcrafted,6,,,0.8581,,,,,
olmo2_7b,P9_changepoint_present,macro_f1,n/a,handcrafted,6,,,0.858,,,,,
olmo2_7b,P10_changepoint_location,balanced_accuracy,L1,pretrained_minus_random,3,0.2851,0.3768,0.2851,-0.0917,-0.1474,-0.0189,,s7:-0.019;s17:-0.109;s27:-0.147
olmo2_7b,P10_changepoint_location,macro_f1,L1,pretrained_minus_random,3,0.2724,0.3662,0.2724,-0.0938,-0.1481,-0.0298,,s7:-0.030;s17:-0.104;s27:-0.148
olmo2_7b,P1_trend_direction,balanced_accuracy,L1,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
olmo2_7b,P1_trend_direction,macro_f1,L1,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
olmo2_7b,P2_trend_strength,balanced_accuracy,L1,pretrained_minus_random,3,0.2836,0.3123,0.2836,-0.0287,-0.0654,0.0185,,s7:-0.065;s17:+0.018;s27:-0.039
olmo2_7b,P2_trend_strength,macro_f1,L1,pretrained_minus_random,3,0.2763,0.3078,0.2763,-0.0315,-0.0669,0.018,,s7:-0.067;s17:+0.018;s27:-0.046
olmo2_7b,P2b_trend_strength_reg,r2,L1,pretrained_minus_random,3,-0.4329,-0.7699,-0.4329,0.3371,0.1789,0.633,,s7:+0.633;s17:+0.179;s27:+0.199
olmo2_7b,P2b_trend_strength_reg,nmae,L1,pretrained_minus_random,3,0.963,1.0379,0.963,-0.0749,-0.1731,-0.0162,,s7:-0.173;s17:-0.016;s27:-0.035
olmo2_7b,P3_periodicity_present,balanced_accuracy,L1,pretrained_minus_random,3,0.9611,0.9722,0.9611,-0.0111,-0.025,0.0083,,s7:-0.025;s17:+0.008;s27:-0.017
olmo2_7b,P3_periodicity_present,macro_f1,L1,pretrained_minus_random,3,0.9538,0.968,0.9538,-0.0142,-0.0278,0.0063,,s7:-0.028;s17:+0.006;s27:-0.021
olmo2_7b,P4_dominant_period,balanced_accuracy,L1,pretrained_minus_random,3,0.1634,0.1841,0.1634,-0.0207,-0.0376,-0.0018,,s7:-0.023;s17:-0.038;s27:-0.002
olmo2_7b,P4_dominant_period,macro_f1,L1,pretrained_minus_random,3,0.1616,0.1834,0.1616,-0.0218,-0.0416,-0.0038,,s7:-0.020;s17:-0.042;s27:-0.004
olmo2_7b,P4b_dominant_period_reg,r2,L1,pretrained_minus_random,3,-0.2348,-0.8503,-0.2348,0.6155,0.52,0.69,,s7:+0.520;s17:+0.636;s27:+0.690
olmo2_7b,P4b_dominant_period_reg,nmae,L1,pretrained_minus_random,3,0.8781,1.0718,0.8781,-0.1937,-0.2214,-0.1764,,s7:-0.183;s17:-0.176;s27:-0.221
olmo2_7b,P5_local_dependence,balanced_accuracy,L1,pretrained_minus_random,3,0.2964,0.2826,0.2964,0.0138,-0.0284,0.0625,,s7:+0.062;s17:+0.007;s27:-0.028
olmo2_7b,P5_local_dependence,macro_f1,L1,pretrained_minus_random,3,0.2928,0.2797,0.2928,0.0131,-0.0289,0.0627,,s7:+0.063;s17:+0.006;s27:-0.029
olmo2_7b,P5b_local_dependence_reg,r2,L1,pretrained_minus_random,3,-0.6838,-0.819,-0.6838,0.1352,-0.0088,0.2459,,s7:-0.009;s17:+0.246;s27:+0.168
olmo2_7b,P5b_local_dependence_reg,nmae,L1,pretrained_minus_random,3,1.0389,1.0849,1.0389,-0.046,-0.0975,0.017,,s7:+0.017;s17:-0.097;s27:-0.058
olmo2_7b,P6_noise_level,balanced_accuracy,L1,pretrained_minus_random,3,0.3789,0.4573,0.3789,-0.0784,-0.1106,-0.0149,,s7:-0.110;s17:-0.111;s27:-0.015
olmo2_7b,P6_noise_level,macro_f1,L1,pretrained_minus_random,3,0.3591,0.4562,0.3591,-0.0971,-0.1327,-0.0323,,s7:-0.133;s17:-0.126;s27:-0.032
olmo2_7b,P7_anomaly_present,balanced_accuracy,L1,pretrained_minus_random,3,0.5859,0.6081,0.5859,-0.0221,-0.0586,0.0273,,s7:-0.059;s17:-0.035;s27:+0.027
olmo2_7b,P7_anomaly_present,macro_f1,L1,pretrained_minus_random,3,0.5819,0.6064,0.5819,-0.0245,-0.062,0.0267,,s7:-0.062;s17:-0.038;s27:+0.027
olmo2_7b,P8_anomaly_location,balanced_accuracy,L1,pretrained_minus_random,3,0.1701,0.2039,0.1701,-0.0338,-0.0637,-0.0178,,s7:-0.064;s17:-0.018;s27:-0.020
olmo2_7b,P8_anomaly_location,macro_f1,L1,pretrained_minus_random,3,0.1674,0.2023,0.1674,-0.0349,-0.0732,-0.0157,,s7:-0.073;s17:-0.016;s27:-0.016
olmo2_7b,P9_changepoint_present,balanced_accuracy,L1,pretrained_minus_random,3,0.9492,0.9492,0.9492,-0.0,-0.0156,0.0078,,s7:+0.008;s17:+0.008;s27:-0.016
olmo2_7b,P9_changepoint_present,macro_f1,L1,pretrained_minus_random,3,0.9492,0.9491,0.9492,0.0001,-0.0156,0.0079,,s7:+0.008;s17:+0.008;s27:-0.016
olmo2_7b,P10_changepoint_location,balanced_accuracy,p25,pretrained_minus_random,3,0.4068,0.3417,0.4068,0.0651,0.0315,0.0833,,s7:+0.081;s17:+0.031;s27:+0.083
olmo2_7b,P10_changepoint_location,macro_f1,p25,pretrained_minus_random,3,0.3847,0.3395,0.3847,0.0452,0.03,0.0737,,s7:+0.074;s17:+0.030;s27:+0.032
olmo2_7b,P1_trend_direction,balanced_accuracy,p25,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
olmo2_7b,P1_trend_direction,macro_f1,p25,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
olmo2_7b,P2_trend_strength,balanced_accuracy,p25,pretrained_minus_random,3,0.3652,0.3064,0.3652,0.0588,-0.0382,0.1211,,s7:-0.038;s17:+0.094;s27:+0.121
olmo2_7b,P2_trend_strength,macro_f1,p25,pretrained_minus_random,3,0.3583,0.3016,0.3583,0.0568,-0.0413,0.1146,,s7:-0.041;s17:+0.097;s27:+0.115
olmo2_7b,P2b_trend_strength_reg,r2,p25,pretrained_minus_random,3,-0.2763,-0.521,-0.2763,0.2448,0.1168,0.4218,,s7:+0.422;s17:+0.196;s27:+0.117
olmo2_7b,P2b_trend_strength_reg,nmae,p25,pretrained_minus_random,3,0.9069,0.9893,0.9069,-0.0825,-0.1418,-0.0343,,s7:-0.142;s17:-0.071;s27:-0.034
olmo2_7b,P3_periodicity_present,balanced_accuracy,p25,pretrained_minus_random,3,0.9792,0.9813,0.9792,-0.0021,-0.0146,0.0083,,s7:-0.015;s17:+0.008;s27:+0.000
olmo2_7b,P3_periodicity_present,macro_f1,p25,pretrained_minus_random,3,0.9802,0.9803,0.9802,-0.0001,-0.0126,0.0124,,s7:-0.013;s17:+0.012;s27:+0.000
olmo2_7b,P4_dominant_period,balanced_accuracy,p25,pretrained_minus_random,3,0.5803,0.347,0.5803,0.2333,0.2067,0.2812,,s7:+0.212;s17:+0.207;s27:+0.281
olmo2_7b,P4_dominant_period,macro_f1,p25,pretrained_minus_random,3,0.5726,0.3425,0.5726,0.2301,0.1998,0.283,,s7:+0.208;s17:+0.200;s27:+0.283
olmo2_7b,P4b_dominant_period_reg,r2,p25,pretrained_minus_random,3,0.9432,0.6907,0.9432,0.2525,0.2442,0.263,,s7:+0.250;s17:+0.244;s27:+0.263
olmo2_7b,P4b_dominant_period_reg,nmae,p25,pretrained_minus_random,3,0.1792,0.4325,0.1792,-0.2533,-0.258,-0.249,,s7:-0.249;s17:-0.258;s27:-0.253
olmo2_7b,P5_local_dependence,balanced_accuracy,p25,pretrained_minus_random,3,0.4541,0.3401,0.4541,0.1141,0.0977,0.1278,,s7:+0.128;s17:+0.117;s27:+0.098
olmo2_7b,P5_local_dependence,macro_f1,p25,pretrained_minus_random,3,0.4386,0.3371,0.4386,0.1016,0.0737,0.1163,,s7:+0.115;s17:+0.116;s27:+0.074
olmo2_7b,P5b_local_dependence_reg,r2,p25,pretrained_minus_random,3,0.2974,-0.1195,0.2974,0.417,0.241,0.6786,,s7:+0.241;s17:+0.331;s27:+0.679
olmo2_7b,P5b_local_dependence_reg,nmae,p25,pretrained_minus_random,3,0.6624,0.8694,0.6624,-0.207,-0.3361,-0.131,,s7:-0.131;s17:-0.154;s27:-0.336
olmo2_7b,P6_noise_level,balanced_accuracy,p25,pretrained_minus_random,3,0.4497,0.4553,0.4497,-0.0055,-0.0361,0.029,,s7:-0.036;s17:+0.029;s27:-0.009
olmo2_7b,P6_noise_level,macro_f1,p25,pretrained_minus_random,3,0.4485,0.4518,0.4485,-0.0032,-0.037,0.0307,,s7:-0.037;s17:+0.031;s27:-0.003
olmo2_7b,P7_anomaly_present,balanced_accuracy,p25,pretrained_minus_random,3,0.7318,0.6354,0.7318,0.0964,0.0508,0.1484,,s7:+0.051;s17:+0.148;s27:+0.090
olmo2_7b,P7_anomaly_present,macro_f1,p25,pretrained_minus_random,3,0.7308,0.631,0.7308,0.0998,0.0546,0.1511,,s7:+0.055;s17:+0.151;s27:+0.094
olmo2_7b,P8_anomaly_location,balanced_accuracy,p25,pretrained_minus_random,3,0.2135,0.1915,0.2135,0.0219,0.0013,0.0381,,s7:+0.026;s17:+0.038;s27:+0.001
olmo2_7b,P8_anomaly_location,macro_f1,p25,pretrained_minus_random,3,0.2104,0.1864,0.2104,0.024,0.0006,0.0363,,s7:+0.035;s17:+0.036;s27:+0.001
olmo2_7b,P9_changepoint_present,balanced_accuracy,p25,pretrained_minus_random,3,0.9857,0.9622,0.9857,0.0234,0.0078,0.0352,,s7:+0.027;s17:+0.035;s27:+0.008
olmo2_7b,P9_changepoint_present,macro_f1,p25,pretrained_minus_random,3,0.9857,0.9622,0.9857,0.0235,0.0078,0.0352,,s7:+0.027;s17:+0.035;s27:+0.008
olmo2_7b,P10_changepoint_location,balanced_accuracy,p50,pretrained_minus_random,3,0.3529,0.3875,0.3529,-0.0346,-0.1118,0.029,,s7:+0.029;s17:-0.021;s27:-0.112
olmo2_7b,P10_changepoint_location,macro_f1,p50,pretrained_minus_random,3,0.3448,0.3782,0.3448,-0.0334,-0.1023,0.0274,,s7:+0.027;s17:-0.025;s27:-0.102
olmo2_7b,P1_trend_direction,balanced_accuracy,p50,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
olmo2_7b,P1_trend_direction,macro_f1,p50,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
olmo2_7b,P2_trend_strength,balanced_accuracy,p50,pretrained_minus_random,3,0.3841,0.3176,0.3841,0.0665,0.0535,0.0772,,s7:+0.069;s17:+0.077;s27:+0.053
olmo2_7b,P2_trend_strength,macro_f1,p50,pretrained_minus_random,3,0.3736,0.3114,0.3736,0.0622,0.0488,0.0828,,s7:+0.055;s17:+0.083;s27:+0.049
olmo2_7b,P2b_trend_strength_reg,r2,p50,pretrained_minus_random,3,-0.2942,-0.4019,-0.2942,0.1077,0.0106,0.2179,,s7:+0.218;s17:+0.011;s27:+0.095
