model,task,metric,layer,init,n_seeds,pre_mean,rnd_mean,mean,delta,ci_lo,ci_hi,q_value,per_seed_delta
deepseek_llm_7b,P10_changepoint_location,macro_f1,n/a,handcrafted,6,,,0.1824,,,,,
deepseek_llm_7b,P1_trend_direction,balanced_accuracy,n/a,handcrafted,6,,,0.4849,,,,,
deepseek_llm_7b,P1_trend_direction,macro_f1,n/a,handcrafted,6,,,0.4841,,,,,
deepseek_llm_7b,P2_trend_strength,balanced_accuracy,n/a,handcrafted,6,,,0.4258,,,,,
deepseek_llm_7b,P2_trend_strength,macro_f1,n/a,handcrafted,6,,,0.4253,,,,,
deepseek_llm_7b,P2b_trend_strength_reg,r2,n/a,handcrafted,6,,,0.319,,,,,
deepseek_llm_7b,P2b_trend_strength_reg,nmae,n/a,handcrafted,6,,,0.6699,,,,,
deepseek_llm_7b,P3_periodicity_present,balanced_accuracy,n/a,handcrafted,6,,,0.9986,,,,,
deepseek_llm_7b,P3_periodicity_present,macro_f1,n/a,handcrafted,6,,,0.999,,,,,
deepseek_llm_7b,P4_dominant_period,balanced_accuracy,n/a,handcrafted,6,,,0.977,,,,,
deepseek_llm_7b,P4_dominant_period,macro_f1,n/a,handcrafted,6,,,0.9772,,,,,
deepseek_llm_7b,P4b_dominant_period_reg,r2,n/a,handcrafted,6,,,0.9213,,,,,
deepseek_llm_7b,P4b_dominant_period_reg,nmae,n/a,handcrafted,6,,,0.2233,,,,,
deepseek_llm_7b,P5_local_dependence,balanced_accuracy,n/a,handcrafted,6,,,0.5555,,,,,
deepseek_llm_7b,P5_local_dependence,macro_f1,n/a,handcrafted,6,,,0.5362,,,,,
deepseek_llm_7b,P5b_local_dependence_reg,r2,n/a,handcrafted,6,,,0.6624,,,,,
deepseek_llm_7b,P5b_local_dependence_reg,nmae,n/a,handcrafted,6,,,0.4572,,,,,
deepseek_llm_7b,P6_noise_level,balanced_accuracy,n/a,handcrafted,6,,,0.5013,,,,,
deepseek_llm_7b,P6_noise_level,macro_f1,n/a,handcrafted,6,,,0.4413,,,,,
deepseek_llm_7b,P7_anomaly_present,balanced_accuracy,n/a,handcrafted,6,,,0.7292,,,,,
deepseek_llm_7b,P7_anomaly_present,macro_f1,n/a,handcrafted,6,,,0.7283,,,,,
deepseek_llm_7b,P8_anomaly_location,balanced_accuracy,n/a,handcrafted,6,,,0.1508,,,,,
deepseek_llm_7b,P8_anomaly_location,macro_f1,n/a,handcrafted,6,,,0.1364,,,,,
deepseek_llm_7b,P9_changepoint_present,balanced_accuracy,n/a,handcrafted,6,,,0.8581,,,,,
deepseek_llm_7b,P9_changepoint_present,macro_f1,n/a,handcrafted,6,,,0.858,,,,,
deepseek_llm_7b,P10_changepoint_location,balanced_accuracy,L1,pretrained_minus_random,3,0.2434,0.3449,0.2434,-0.1015,-0.1236,-0.0887,,s7:-0.124;s17:-0.089;s27:-0.092
deepseek_llm_7b,P10_changepoint_location,macro_f1,L1,pretrained_minus_random,3,0.2379,0.3387,0.2379,-0.1008,-0.1149,-0.0866,,s7:-0.115;s17:-0.101;s27:-0.087
deepseek_llm_7b,P1_trend_direction,balanced_accuracy,L1,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
deepseek_llm_7b,P1_trend_direction,macro_f1,L1,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
deepseek_llm_7b,P2_trend_strength,balanced_accuracy,L1,pretrained_minus_random,3,0.2659,0.3472,0.2659,-0.0813,-0.1224,-0.032,,s7:-0.032;s17:-0.090;s27:-0.122
deepseek_llm_7b,P2_trend_strength,macro_f1,L1,pretrained_minus_random,3,0.2435,0.3439,0.2435,-0.1004,-0.1307,-0.0463,,s7:-0.046;s17:-0.124;s27:-0.131
deepseek_llm_7b,P2b_trend_strength_reg,r2,L1,pretrained_minus_random,3,-0.3052,-0.8008,-0.3052,0.4956,0.3345,0.7522,,s7:+0.752;s17:+0.400;s27:+0.335
deepseek_llm_7b,P2b_trend_strength_reg,nmae,L1,pretrained_minus_random,3,0.9267,1.0729,0.9267,-0.1462,-0.1922,-0.123,,s7:-0.192;s17:-0.123;s27:-0.123
deepseek_llm_7b,P3_periodicity_present,balanced_accuracy,L1,pretrained_minus_random,3,0.9632,0.9521,0.9632,0.0111,0.0021,0.0271,,s7:+0.004;s17:+0.002;s27:+0.027
deepseek_llm_7b,P3_periodicity_present,macro_f1,L1,pretrained_minus_random,3,0.9559,0.9456,0.9559,0.0103,0.0002,0.0247,,s7:+0.006;s17:+0.000;s27:+0.025
deepseek_llm_7b,P4_dominant_period,balanced_accuracy,L1,pretrained_minus_random,3,0.1977,0.2458,0.1977,-0.0481,-0.08,-0.0028,,s7:-0.003;s17:-0.080;s27:-0.061
deepseek_llm_7b,P4_dominant_period,macro_f1,L1,pretrained_minus_random,3,0.1922,0.2445,0.1922,-0.0523,-0.0811,-0.0046,,s7:-0.005;s17:-0.081;s27:-0.071
deepseek_llm_7b,P4b_dominant_period_reg,r2,L1,pretrained_minus_random,3,-0.1037,-0.1293,-0.1037,0.0257,-0.17,0.2321,,s7:+0.232;s17:+0.015;s27:-0.170
deepseek_llm_7b,P4b_dominant_period_reg,nmae,L1,pretrained_minus_random,3,0.8312,0.8373,0.8312,-0.0061,-0.0491,0.073,,s7:-0.049;s17:-0.042;s27:+0.073
deepseek_llm_7b,P5_local_dependence,balanced_accuracy,L1,pretrained_minus_random,3,0.2629,0.3013,0.2629,-0.0384,-0.0664,0.0105,,s7:-0.066;s17:-0.059;s27:+0.011
deepseek_llm_7b,P5_local_dependence,macro_f1,L1,pretrained_minus_random,3,0.2424,0.2961,0.2424,-0.0537,-0.0833,-0.0103,,s7:-0.068;s17:-0.083;s27:-0.010
deepseek_llm_7b,P5b_local_dependence_reg,r2,L1,pretrained_minus_random,3,-0.3202,-0.8514,-0.3202,0.5312,0.3482,0.7426,,s7:+0.503;s17:+0.348;s27:+0.743
deepseek_llm_7b,P5b_local_dependence_reg,nmae,L1,pretrained_minus_random,3,0.9312,1.0907,0.9312,-0.1594,-0.2229,-0.092,,s7:-0.163;s17:-0.092;s27:-0.223
deepseek_llm_7b,P6_noise_level,balanced_accuracy,L1,pretrained_minus_random,3,0.3603,0.4482,0.3603,-0.0879,-0.1337,-0.0578,,s7:-0.134;s17:-0.072;s27:-0.058
deepseek_llm_7b,P6_noise_level,macro_f1,L1,pretrained_minus_random,3,0.32,0.4444,0.32,-0.1244,-0.1678,-0.0935,,s7:-0.168;s17:-0.112;s27:-0.093
deepseek_llm_7b,P7_anomaly_present,balanced_accuracy,L1,pretrained_minus_random,3,0.556,0.5443,0.556,0.0117,-0.0547,0.0742,,s7:-0.055;s17:+0.016;s27:+0.074
deepseek_llm_7b,P7_anomaly_present,macro_f1,L1,pretrained_minus_random,3,0.5528,0.5432,0.5528,0.0096,-0.0545,0.0701,,s7:-0.055;s17:+0.013;s27:+0.070
deepseek_llm_7b,P8_anomaly_location,balanced_accuracy,L1,pretrained_minus_random,3,0.1548,0.1535,0.1548,0.0013,-0.0225,0.0329,,s7:-0.023;s17:-0.007;s27:+0.033
deepseek_llm_7b,P8_anomaly_location,macro_f1,L1,pretrained_minus_random,3,0.147,0.1526,0.147,-0.0056,-0.0278,0.0144,,s7:-0.028;s17:-0.003;s27:+0.014
deepseek_llm_7b,P9_changepoint_present,balanced_accuracy,L1,pretrained_minus_random,3,0.9336,0.9245,0.9336,0.0091,-0.0039,0.0195,,s7:+0.020;s17:+0.012;s27:-0.004
deepseek_llm_7b,P9_changepoint_present,macro_f1,L1,pretrained_minus_random,3,0.9335,0.9242,0.9335,0.0093,-0.0037,0.0196,,s7:+0.020;s17:+0.012;s27:-0.004
deepseek_llm_7b,P10_changepoint_location,balanced_accuracy,L8,pretrained_minus_random,3,0.337,0.3716,0.337,-0.0346,-0.1213,0.0118,,s7:+0.012;s17:-0.121;s27:+0.005
deepseek_llm_7b,P10_changepoint_location,macro_f1,L8,pretrained_minus_random,3,0.3354,0.3662,0.3354,-0.0308,-0.1067,0.0127,,s7:+0.002;s17:-0.107;s27:+0.013
deepseek_llm_7b,P1_trend_direction,balanced_accuracy,L8,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
deepseek_llm_7b,P1_trend_direction,macro_f1,L8,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
deepseek_llm_7b,P2_trend_strength,balanced_accuracy,L8,pretrained_minus_random,3,0.3689,0.3462,0.3689,0.0227,-0.0124,0.0569,,s7:+0.057;s17:-0.012;s27:+0.023
deepseek_llm_7b,P2_trend_strength,macro_f1,L8,pretrained_minus_random,3,0.3594,0.3373,0.3594,0.0221,0.0013,0.0466,,s7:+0.047;s17:+0.001;s27:+0.018
deepseek_llm_7b,P2b_trend_strength_reg,r2,L8,pretrained_minus_random,3,-0.2903,-0.053,-0.2903,-0.2373,-0.2777,-0.2026,,s7:-0.278;s17:-0.232;s27:-0.203
deepseek_llm_7b,P2b_trend_strength_reg,nmae,L8,pretrained_minus_random,3,0.9155,0.8343,0.9155,0.0812,0.0743,0.0864,,s7:+0.074;s17:+0.083;s27:+0.086
deepseek_llm_7b,P3_periodicity_present,balanced_accuracy,L8,pretrained_minus_random,3,0.9799,0.9708,0.9799,0.009,-0.0062,0.0229,,s7:-0.006;s17:+0.010;s27:+0.023
deepseek_llm_7b,P3_periodicity_present,macro_f1,L8,pretrained_minus_random,3,0.9832,0.9679,0.9832,0.0152,-0.0004,0.0307,,s7:-0.000;s17:+0.015;s27:+0.031
deepseek_llm_7b,P4_dominant_period,balanced_accuracy,L8,pretrained_minus_random,3,0.7956,0.4822,0.7956,0.3135,0.2204,0.3763,,s7:+0.376;s17:+0.220;s27:+0.344
deepseek_llm_7b,P4_dominant_period,macro_f1,L8,pretrained_minus_random,3,0.7918,0.4838,0.7918,0.3079,0.2143,0.3705,,s7:+0.371;s17:+0.214;s27:+0.339
deepseek_llm_7b,P4b_dominant_period_reg,r2,L8,pretrained_minus_random,3,0.9744,0.5114,0.9744,0.463,0.3972,0.523,,s7:+0.469;s17:+0.397;s27:+0.523
deepseek_llm_7b,P4b_dominant_period_reg,nmae,L8,pretrained_minus_random,3,0.121,0.5429,0.121,-0.4218,-0.4492,-0.3933,,s7:-0.449;s17:-0.393;s27:-0.423
deepseek_llm_7b,P5_local_dependence,balanced_accuracy,L8,pretrained_minus_random,3,0.4352,0.3438,0.4352,0.0914,0.0891,0.0949,,s7:+0.090;s17:+0.089;s27:+0.095
deepseek_llm_7b,P5_local_dependence,macro_f1,L8,pretrained_minus_random,3,0.4313,0.3373,0.4313,0.094,0.0901,0.0979,,s7:+0.098;s17:+0.090;s27:+0.094
deepseek_llm_7b,P5b_local_dependence_reg,r2,L8,pretrained_minus_random,3,0.2387,-0.0057,0.2387,0.2444,0.0197,0.4012,,s7:+0.020;s17:+0.312;s27:+0.401
deepseek_llm_7b,P5b_local_dependence_reg,nmae,L8,pretrained_minus_random,3,0.6945,0.8275,0.6945,-0.133,-0.2116,-0.0241,,s7:-0.024;s17:-0.163;s27:-0.212
deepseek_llm_7b,P6_noise_level,balanced_accuracy,L8,pretrained_minus_random,3,0.4735,0.4588,0.4735,0.0148,-0.0071,0.0521,,s7:-0.001;s17:+0.052;s27:-0.007
deepseek_llm_7b,P6_noise_level,macro_f1,L8,pretrained_minus_random,3,0.4602,0.4554,0.4602,0.0049,-0.0172,0.046,,s7:-0.014;s17:+0.046;s27:-0.017
deepseek_llm_7b,P7_anomaly_present,balanced_accuracy,L8,pretrained_minus_random,3,0.6927,0.5586,0.6927,0.1341,0.0938,0.1719,,s7:+0.137;s17:+0.172;s27:+0.094
deepseek_llm_7b,P7_anomaly_present,macro_f1,L8,pretrained_minus_random,3,0.6893,0.5583,0.6893,0.1309,0.0937,0.1662,,s7:+0.133;s17:+0.166;s27:+0.094
deepseek_llm_7b,P8_anomaly_location,balanced_accuracy,L8,pretrained_minus_random,3,0.2129,0.1798,0.2129,0.0332,0.0003,0.0535,,s7:+0.000;s17:+0.054;s27:+0.046
deepseek_llm_7b,P8_anomaly_location,macro_f1,L8,pretrained_minus_random,3,0.2066,0.1792,0.2066,0.0274,-0.0017,0.0498,,s7:-0.002;s17:+0.050;s27:+0.034
deepseek_llm_7b,P9_changepoint_present,balanced_accuracy,L8,pretrained_minus_random,3,0.9661,0.944,0.9661,0.0221,0.0117,0.0391,,s7:+0.039;s17:+0.012;s27:+0.016
deepseek_llm_7b,P9_changepoint_present,macro_f1,L8,pretrained_minus_random,3,0.9661,0.9439,0.9661,0.0222,0.0117,0.0392,,s7:+0.039;s17:+0.012;s27:+0.016
deepseek_llm_7b,P10_changepoint_location,balanced_accuracy,p50,pretrained_minus_random,3,0.4003,0.3198,0.4003,0.0805,0.0548,0.1002,,s7:+0.086;s17:+0.055;s27:+0.100
deepseek_llm_7b,P10_changepoint_location,macro_f1,p50,pretrained_minus_random,3,0.3813,0.3175,0.3813,0.0637,0.0277,0.085,,s7:+0.078;s17:+0.028;s27:+0.085
deepseek_llm_7b,P1_trend_direction,balanced_accuracy,p50,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
deepseek_llm_7b,P1_trend_direction,macro_f1,p50,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
deepseek_llm_7b,P2_trend_strength,balanced_accuracy,p50,pretrained_minus_random,3,0.3812,0.3606,0.3812,0.0206,0.0053,0.0387,,s7:+0.005;s17:+0.039;s27:+0.018
deepseek_llm_7b,P2_trend_strength,macro_f1,p50,pretrained_minus_random,3,0.3719,0.3486,0.3719,0.0232,-0.0063,0.0564,,s7:-0.006;s17:+0.056;s27:+0.020
deepseek_llm_7b,P2b_trend_strength_reg,r2,p50,pretrained_minus_random,3,-0.252,-0.0808,-0.252,-0.1712,-0.2663,-0.0791,,s7:-0.079;s17:-0.266;s27:-0.168
deepseek_llm_7b,P2b_trend_strength_reg,nmae,p50,pretrained_minus_random,3,0.884,0.8477,0.884,0.0362,-0.0213,0.0853,,s7:-0.021;s17:+0.085;s27:+0.045
deepseek_llm_7b,P3_periodicity_present,balanced_accuracy,p50,pretrained_minus_random,3,0.9882,0.9729,0.9882,0.0153,0.0083,0.0208,,s7:+0.008;s17:+0.017;s27:+0.021
deepseek_llm_7b,P3_periodicity_present,macro_f1,p50,pretrained_minus_random,3,0.9895,0.97,0.9895,0.0196,0.0122,0.0277,,s7:+0.012;s17:+0.019;s27:+0.028
deepseek_llm_7b,P4_dominant_period,balanced_accuracy,p50,pretrained_minus_random,3,0.9293,0.4753,0.9293,0.454,0.4107,0.5158,,s7:+0.516;s17:+0.436;s27:+0.411
deepseek_llm_7b,P4_dominant_period,macro_f1,p50,pretrained_minus_random,3,0.9285,0.4747,0.9285,0.4537,0.4151,0.5147,,s7:+0.515;s17:+0.431;s27:+0.415
deepseek_llm_7b,P4b_dominant_period_reg,r2,p50,pretrained_minus_random,3,0.979,0.4288,0.979,0.5502,0.4421,0.6226,,s7:+0.586;s17:+0.442;s27:+0.623
deepseek_llm_7b,P4b_dominant_period_reg,nmae,p50,pretrained_minus_random,3,0.1121,0.5965,0.1121,-0.4844,-0.5236,-0.4235,,s7:-0.524;s17:-0.424;s27:-0.506
deepseek_llm_7b,P5_local_dependence,balanced_accuracy,p50,pretrained_minus_random,3,0.469,0.3202,0.469,0.1488,0.1146,0.1891,,s7:+0.143;s17:+0.115;s27:+0.189
deepseek_llm_7b,P5_local_dependence,macro_f1,p50,pretrained_minus_random,3,0.4599,0.3139,0.4599,0.146,0.1069,0.1847,,s7:+0.146;s17:+0.107;s27:+0.185
deepseek_llm_7b,P5b_local_dependence_reg,r2,p50,pretrained_minus_random,3,0.3605,-0.0225,0.3605,0.383,0.2877,0.4548,,s7:+0.407;s17:+0.288;s27:+0.455
deepseek_llm_7b,P5b_local_dependence_reg,nmae,p50,pretrained_minus_random,3,0.6356,0.824,0.6356,-0.1884,-0.2138,-0.1462,,s7:-0.205;s17:-0.146;s27:-0.214
deepseek_llm_7b,P6_noise_level,balanced_accuracy,p50,pretrained_minus_random,3,0.5707,0.459,0.5707,0.1116,0.0873,0.1367,,s7:+0.137;s17:+0.087;s27:+0.111
deepseek_llm_7b,P6_noise_level,macro_f1,p50,pretrained_minus_random,3,0.571,0.4537,0.571,0.1173,0.0936,0.1429,,s7:+0.143;s17:+0.094;s27:+0.115
deepseek_llm_7b,P7_anomaly_present,balanced_accuracy,p50,pretrained_minus_random,3,0.7409,0.5703,0.7409,0.1706,0.1172,0.207,,s7:+0.117;s17:+0.207;s27:+0.188
deepseek_llm_7b,P7_anomaly_present,macro_f1,p50,pretrained_minus_random,3,0.7395,0.5692,0.7395,0.1703,0.1135,0.21,,s7:+0.113;s17:+0.210;s27:+0.187
deepseek_llm_7b,P8_anomaly_location,balanced_accuracy,p50,pretrained_minus_random,3,0.2356,0.2094,0.2356,0.0263,-0.0281,0.0928,,s7:-0.028;s17:+0.093;s27:+0.014
deepseek_llm_7b,P8_anomaly_location,macro_f1,p50,pretrained_minus_random,3,0.2312,0.2047,0.2312,0.0265,-0.0225,0.0886,,s7:-0.022;s17:+0.089;s27:+0.013
deepseek_llm_7b,P9_changepoint_present,balanced_accuracy,p50,pretrained_minus_random,3,0.9714,0.9479,0.9714,0.0234,0.0039,0.0352,,s7:+0.031;s17:+0.004;s27:+0.035
deepseek_llm_7b,P9_changepoint_present,macro_f1,p50,pretrained_minus_random,3,0.9713,0.9478,0.9713,0.0235,0.0039,0.0353,,s7:+0.031;s17:+0.004;s27:+0.035
deepseek_llm_7b,P10_changepoint_location,balanced_accuracy,L22,pretrained_minus_random,3,0.3528,0.3186,0.3528,0.0341,-0.0381,0.1183,,s7:+0.022;s17:-0.038;s27:+0.118
deepseek_llm_7b,P10_changepoint_location,macro_f1,L22,pretrained_minus_random,3,0.3426,0.3137,0.3426,0.0288,-0.0521,0.1124,,s7:+0.026;s17:-0.052;s27:+0.112
deepseek_llm_7b,P1_trend_direction,balanced_accuracy,L22,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
deepseek_llm_7b,P1_trend_direction,macro_f1,L22,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
deepseek_llm_7b,P2_trend_strength,balanced_accuracy,L22,pretrained_minus_random,3,0.3887,0.3596,0.3887,0.0292,0.0121,0.0438,,s7:+0.032;s17:+0.044;s27:+0.012
deepseek_llm_7b,P2_trend_strength,macro_f1,L22,pretrained_minus_random,3,0.3813,0.3479,0.3813,0.0335,0.0196,0.0585,,s7:+0.022;s17:+0.058;s27:+0.020
deepseek_llm_7b,P2b_trend_strength_reg,r2,L22,pretrained_minus_random,3,-0.319,-0.0301,-0.319,-0.2889,-0.3943,-0.1986,,s7:-0.274;s17:-0.394;s27:-0.199
deepseek_llm_7b,P2b_trend_strength_reg,nmae,L22,pretrained_minus_random,3,0.9195,0.8223,0.9195,0.0972,0.0503,0.1437,,s7:+0.098;s17:+0.144;s27:+0.050
deepseek_llm_7b,P3_periodicity_present,balanced_accuracy,L22,pretrained_minus_random,3,0.9889,0.9708,0.9889,0.0181,0.0146,0.0208,,s7:+0.015;s17:+0.021;s27:+0.019
deepseek_llm_7b,P3_periodicity_present,macro_f1,L22,pretrained_minus_random,3,0.9895,0.9689,0.9895,0.0207,0.0156,0.0246,,s7:+0.016;s17:+0.022;s27:+0.025
deepseek_llm_7b,P4_dominant_period,balanced_accuracy,L22,pretrained_minus_random,3,0.8931,0.4474,0.8931,0.4458,0.4047,0.5038,,s7:+0.504;s17:+0.405;s27:+0.429
deepseek_llm_7b,P4_dominant_period,macro_f1,L22,pretrained_minus_random,3,0.8934,0.446,0.8934,0.4474,0.4014,0.504,,s7:+0.504;s17:+0.401;s27:+0.437
deepseek_llm_7b,P4b_dominant_period_reg,r2,L22,pretrained_minus_random,3,0.9708,0.3806,0.9708,0.5902,0.5019,0.6526,,s7:+0.616;s17:+0.502;s27:+0.653
deepseek_llm_7b,P4b_dominant_period_reg,nmae,L22,pretrained_minus_random,3,0.1313,0.6168,0.1313,-0.4855,-0.5294,-0.437,,s7:-0.529;s17:-0.437;s27:-0.490
deepseek_llm_7b,P5_local_dependence,balanced_accuracy,L22,pretrained_minus_random,3,0.4462,0.3192,0.4462,0.127,0.0764,0.1636,,s7:+0.141;s17:+0.076;s27:+0.164
deepseek_llm_7b,P5_local_dependence,macro_f1,L22,pretrained_minus_random,3,0.4401,0.3101,0.4401,0.13,0.0762,0.1599,,s7:+0.154;s17:+0.076;s27:+0.160
deepseek_llm_7b,P5b_local_dependence_reg,r2,L22,pretrained_minus_random,3,0.3607,-0.0235,0.3607,0.3842,0.3178,0.4557,,s7:+0.379;s17:+0.318;s27:+0.456
deepseek_llm_7b,P5b_local_dependence_reg,nmae,L22,pretrained_minus_random,3,0.6263,0.826,0.6263,-0.1997,-0.2293,-0.1604,,s7:-0.209;s17:-0.160;s27:-0.229
deepseek_llm_7b,P6_noise_level,balanced_accuracy,L22,pretrained_minus_random,3,0.5648,0.4485,0.5648,0.1163,0.1044,0.1236,,s7:+0.124;s17:+0.121;s27:+0.104
deepseek_llm_7b,P6_noise_level,macro_f1,L22,pretrained_minus_random,3,0.5629,0.4438,0.5629,0.1191,0.1072,0.1288,,s7:+0.129;s17:+0.121;s27:+0.107
deepseek_llm_7b,P7_anomaly_present,balanced_accuracy,L22,pretrained_minus_random,3,0.7214,0.569,0.7214,0.1523,0.1328,0.1641,,s7:+0.160;s17:+0.164;s27:+0.133
deepseek_llm_7b,P7_anomaly_present,macro_f1,L22,pretrained_minus_random,3,0.7191,0.5683,0.7191,0.1508,0.1331,0.1624,,s7:+0.157;s17:+0.162;s27:+0.133
deepseek_llm_7b,P8_anomaly_location,balanced_accuracy,L22,pretrained_minus_random,3,0.2041,0.1999,0.2041,0.0042,-0.0224,0.0354,,s7:-0.022;s17:-0.001;s27:+0.035
deepseek_llm_7b,P8_anomaly_location,macro_f1,L22,pretrained_minus_random,3,0.2018,0.1958,0.2018,0.006,-0.0214,0.039,,s7:-0.021;s17:+0.000;s27:+0.039
deepseek_llm_7b,P9_changepoint_present,balanced_accuracy,L22,pretrained_minus_random,3,0.9635,0.9466,0.9635,0.0169,-0.0039,0.0312,,s7:+0.031;s17:-0.004;s27:+0.023
deepseek_llm_7b,P9_changepoint_present,macro_f1,L22,pretrained_minus_random,3,0.9635,0.9465,0.9635,0.017,-0.0039,0.0313,,s7:+0.031;s17:-0.004;s27:+0.023
deepseek_llm_7b,P10_changepoint_location,balanced_accuracy,final,pretrained_minus_random,3,0.3748,0.3027,0.3748,0.0721,0.0203,0.1161,,s7:+0.116;s17:+0.020;s27:+0.080
deepseek_llm_7b,P10_changepoint_location,macro_f1,final,pretrained_minus_random,3,0.3522,0.2989,0.3522,0.0534,-0.0066,0.101,,s7:+0.101;s17:-0.007;s27:+0.066
deepseek_llm_7b,P1_trend_direction,balanced_accuracy,final,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
deepseek_llm_7b,P1_trend_direction,macro_f1,final,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
deepseek_llm_7b,P2_trend_strength,balanced_accuracy,final,pretrained_minus_random,3,0.3916,0.3655,0.3916,0.0261,0.0174,0.0367,,s7:+0.024;s17:+0.017;s27:+0.037
deepseek_llm_7b,P2_trend_strength,macro_f1,final,pretrained_minus_random,3,0.3848,0.3567,0.3848,0.0282,0.0188,0.0329,,s7:+0.019;s17:+0.033;s27:+0.033
deepseek_llm_7b,P2b_trend_strength_reg,r2,final,pretrained_minus_random,3,-0.2057,-0.0131,-0.2057,-0.1926,-0.3341,-0.1197,,s7:-0.124;s17:-0.334;s27:-0.120
deepseek_llm_7b,P2b_trend_strength_reg,nmae,final,pretrained_minus_random,3,0.8661,0.8229,0.8661,0.0432,-0.0016,0.0948,,s7:-0.002;s17:+0.095;s27:+0.037
deepseek_llm_7b,P3_periodicity_present,balanced_accuracy,final,pretrained_minus_random,3,0.9903,0.9715,0.9903,0.0188,0.0167,0.0208,,s7:+0.021;s17:+0.019;s27:+0.017
deepseek_llm_7b,P3_periodicity_present,macro_f1,final,pretrained_minus_random,3,0.9906,0.9699,0.9906,0.0207,0.0187,0.0219,,s7:+0.022;s17:+0.019;s27:+0.022
deepseek_llm_7b,P4_dominant_period,balanced_accuracy,final,pretrained_minus_random,3,0.8507,0.4383,0.8507,0.4124,0.3644,0.4631,,s7:+0.463;s17:+0.364;s27:+0.410
deepseek_llm_7b,P4_dominant_period,macro_f1,final,pretrained_minus_random,3,0.851,0.4378,0.851,0.4132,0.3573,0.4701,,s7:+0.470;s17:+0.357;s27:+0.412
deepseek_llm_7b,P4b_dominant_period_reg,r2,final,pretrained_minus_random,3,0.9653,0.3133,0.9653,0.652,0.5571,0.7027,,s7:+0.703;s17:+0.557;s27:+0.696
deepseek_llm_7b,P4b_dominant_period_reg,nmae,final,pretrained_minus_random,3,0.144,0.6595,0.144,-0.5156,-0.5616,-0.4761,,s7:-0.562;s17:-0.476;s27:-0.509
deepseek_llm_7b,P5_local_dependence,balanced_accuracy,final,pretrained_minus_random,3,0.4424,0.3494,0.4424,0.0931,0.0611,0.1295,,s7:+0.129;s17:+0.061;s27:+0.089
deepseek_llm_7b,P5_local_dependence,macro_f1,final,pretrained_minus_random,3,0.4351,0.3413,0.4351,0.0939,0.0598,0.1382,,s7:+0.138;s17:+0.060;s27:+0.084
deepseek_llm_7b,P5b_local_dependence_reg,r2,final,pretrained_minus_random,3,0.3731,0.0036,0.3731,0.3695,0.3303,0.4241,,s7:+0.354;s17:+0.330;s27:+0.424
deepseek_llm_7b,P5b_local_dependence_reg,nmae,final,pretrained_minus_random,3,0.6174,0.8229,0.6174,-0.2055,-0.2362,-0.1801,,s7:-0.200;s17:-0.180;s27:-0.236
deepseek_llm_7b,P6_noise_level,balanced_accuracy,final,pretrained_minus_random,3,0.5643,0.4515,0.5643,0.1128,0.0816,0.1398,,s7:+0.117;s17:+0.140;s27:+0.082
deepseek_llm_7b,P6_noise_level,macro_f1,final,pretrained_minus_random,3,0.5637,0.4462,0.5637,0.1175,0.0843,0.1457,,s7:+0.122;s17:+0.146;s27:+0.084
deepseek_llm_7b,P7_anomaly_present,balanced_accuracy,final,pretrained_minus_random,3,0.7526,0.5898,0.7526,0.1628,0.1367,0.1953,,s7:+0.137;s17:+0.156;s27:+0.195
deepseek_llm_7b,P7_anomaly_present,macro_f1,final,pretrained_minus_random,3,0.751,0.5882,0.751,0.1628,0.1335,0.1953,,s7:+0.134;s17:+0.160;s27:+0.195
deepseek_llm_7b,P8_anomaly_location,balanced_accuracy,final,pretrained_minus_random,3,0.229,0.2015,0.229,0.0275,0.0068,0.0642,,s7:+0.007;s17:+0.064;s27:+0.012
deepseek_llm_7b,P8_anomaly_location,macro_f1,final,pretrained_minus_random,3,0.2225,0.197,0.2225,0.0255,0.0102,0.0543,,s7:+0.012;s17:+0.054;s27:+0.010
deepseek_llm_7b,P9_changepoint_present,balanced_accuracy,final,pretrained_minus_random,3,0.9609,0.9388,0.9609,0.0221,0.0,0.0469,,s7:+0.047;s17:+0.000;s27:+0.020
